('Total Revenue', '254,190,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         849098 function calls (822706 primitive calls) in 1.531 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1361(_real_close)
       12    0.000    0.000    0.000    0.000 functools.py:683(_c3_merge)
       24    0.000    0.000    0.000    0.000 _local.py:117(__init__)
     12/1    0.000    0.000    0.000    0.000 functools.py:710(_c3_mro)
        7    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
      196    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
      188    0.000    0.000    0.000    0.000 <frozen os>:797(decode)
      273    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       12    0.000    0.000    0.000    0.000 typing.py:1256(_generic_init_subclass)
        1    0.000    0.000    0.007    0.007 adapters.py:1(<module>)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
       13    0.000    0.000    0.000    0.000 __init__.py:1323(__init__)
        1    0.000    0.000    0.051    0.051 __init__.py:122(__init__)
        1    0.000    0.000    0.038    0.038 client.py:213(_read_headers)
      186    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.005    0.005 _common.py:1(<module>)
        3    0.000    0.000    0.003    0.001 response.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:2195(__init_subclass__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       11    0.000    0.000    0.000    0.000 queue.py:140(put)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:979(update)
        1    0.000    0.000    0.006    0.006 cookiejar.py:1(<module>)
      136    0.000    0.000    0.000    0.000 typing.py:1765(__eq__)
        1    0.000    0.000    0.004    0.004 client.py:1(<module>)
       36    0.000    0.000    0.000    0.000 typing.py:1358(__getattr__)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f2ede85b7e0}
       10    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
       84    0.000    0.000    0.000    0.000 typing.py:789(<genexpr>)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
        2    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
       25    0.000    0.000    0.000    0.000 _collections.py:300(add)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.005    0.005 connectionpool.py:1(<module>)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
        1    0.000    0.000    1.531    1.531 financial.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       12    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
       76    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        1    0.000    0.000    0.000    0.000 inspect.py:2373(_signature_from_function)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
    89/87    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
       54    0.000    0.000    0.000    0.000 __init__.py:305(escape)
    25/22    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
        1    0.000    0.000    0.042    0.042 ssl.py:990(_create)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    1.186    1.186 sessions.py:673(send)
       97    0.000    0.000    0.000    0.000 {built-in method builtins.all}
    45/26    0.000    0.000    0.000    0.000 typing.py:1773(__hash__)
        1    0.000    0.000    0.889    0.889 connection.py:485(getresponse)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
       98    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
      122    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.013    0.013 ssl_.py:1(<module>)
      291    0.000    0.000    0.000    0.000 enum.py:1213(__init__)
      216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       12    0.000    0.000    0.000    0.000 queue.py:180(get)
        2    0.000    0.000    0.001    0.001 core.py:1(<module>)
        5    0.000    0.000    0.000    0.000 client.py:1292(putheader)
       19    0.000    0.000    0.000    0.000 typing.py:1658(copy_with)
       45    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(keys)
        7    0.000    0.000    0.000    0.000 _local.py:227(__str__)
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
      184    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
       44    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_value_)
        2    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
        6    0.000    0.000    0.000    0.000 __init__.py:742(children)
        1    0.000    0.000    0.000    0.000 connection.py:369(request)
        3    0.000    0.000    0.000    0.000 typing.py:1923(_get_protocol_attrs)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       39    0.000    0.000    0.000    0.000 functools.py:501(lru_cache)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       19    0.000    0.000    0.000    0.000 typing.py:2692(overload)
        2    0.000    0.000    0.015    0.008 api.py:1(<module>)
       33    0.000    0.000    0.120    0.004 models.py:816(generate)
      172    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:1329(getfullargspec)
        1    0.000    0.000    0.889    0.889 client.py:324(begin)
        6    0.000    0.000    0.000    0.000 feedparser.py:102(push)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      143    0.000    0.000    0.000    0.000 typing.py:1427(<genexpr>)
        1    0.000    0.000    1.065    1.065 connectionpool.py:592(urlopen)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.004    0.004 css_match.py:1(<module>)
        6    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
        6    0.000    0.000    0.000    0.000 enum.py:483(__prepare__)
       43    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.008    0.008 sessions.py:1(<module>)
        1    0.000    0.000    0.175    0.175 connection.py:669(connect)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
       27    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.037    0.037 dammit.py:1(<module>)
      116    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       14    0.000    0.000    0.011    0.001 css_parser.py:1135(process_selectors)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        1    0.000    0.000    0.042    0.042 connection.py:846(_ssl_wrap_socket_and_match_hostname)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    1.065    1.065 adapters.py:613(send)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
    85/46    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       23    0.000    0.000    0.000    0.000 _local.py:498(__init__)
       82    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.088    0.088 element.py:1(<module>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
      131    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.006    0.006 cd.py:1(<module>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       16    0.000    0.000    0.025    0.002 css_parser.py:296(__init__)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
      172    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        9    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
        1    0.000    0.000    1.065    1.065 connectionpool.py:377(_make_request)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       87    0.000    0.000    0.000    0.000 typing.py:1437(__eq__)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        4    0.000    0.000    0.000    0.000 message.py:529(get_all)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       29    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        1    0.000    0.000    0.038    0.038 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:334(__new__)
        6    0.000    0.000    0.000    0.000 _local.py:289(drive)
        8    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        6    0.000    0.000    0.000    0.000 __init__.py:759(mtime)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        2    0.000    0.000    0.001    0.001 parser.py:41(parse)
       33    0.000    0.000    0.120    0.004 response.py:1044(stream)
       13    0.000    0.000    0.000    0.000 __init__.py:89(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2383(_IPv6Constants)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.004    0.004 fake.py:279(__getattr__)
      2/1    0.000    0.000    0.000    0.000 inspect.py:2477(_signature_from_callable)
        1    0.000    0.000    0.850    0.850 client.py:291(_read_status)
      103    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.026    0.026 css_parser.py:418(CSSParser)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       13    0.000    0.000    0.000    0.000 __init__.py:308(__init__)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       29    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        8    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        7    0.000    0.000    0.000    0.000 typing.py:2050(__new__)
      108    0.000    0.000    0.000    0.000 enum.py:1333(value)
       32    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        8    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
    31/25    0.000    0.000    0.001    0.000 typing.py:574(__getitem__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
      120    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 functools.py:875(register)
        6    0.000    0.000    0.000    0.000 __init__.py:804(search)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
      172    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        1    0.000    0.000    0.009    0.009 compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2399(get_type_hints)
       10    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
       10    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
      135    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       25    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
        2    0.000    0.000    0.000    0.000 glob.py:1(<module>)
       17    0.000    0.000    0.000    0.000 __init__.py:851(normalize)
        2    0.000    0.000    0.004    0.002 parser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ssl_.py:219(create_urllib3_context)
       44    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       51    0.000    0.000    0.000    0.000 message.py:511(set_raw)
       13    0.000    0.000    0.000    0.000 __init__.py:147(make)
       32    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.000    0.000 mimetypes.py:424(_default_mime_types)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
       12    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
       10    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        1    0.000    0.000    0.000    0.000 _lxml.py:113(parser_for)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
       12    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
        1    0.000    0.000    0.000    0.000 response.py:577(__init__)
        1    0.000    0.000    0.000    0.000 _local.py:568(iterdir)
       38    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
        1    0.000    0.000    0.134    0.134 connection.py:27(create_connection)
       16    0.000    0.000    0.000    0.000 __init__.py:739(joinpath)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
       29    0.000    0.000    0.000    0.000 typing.py:1122(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        1    0.000    0.000    0.001    0.001 header.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
        1    0.000    0.000    0.000    0.000 connection.py:320(close)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.001    0.001 _local.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        1    0.000    0.000    0.002    0.002 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.004    0.004 _request_methods.py:1(<module>)
        1    0.000    0.000    0.889    0.889 client.py:1384(getresponse)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
       14    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        7    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        5    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
       24    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
      130    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake.py:68(FakeUserAgent)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
       84    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        1    0.000    0.000    1.187    1.187 sessions.py:500(request)
        1    0.000    0.000    0.006    0.006 message.py:1(<module>)
       45    0.000    0.000    0.000    0.000 <frozen _collections_abc>:873(__iter__)
        4    0.000    0.000    0.051    0.013 element.py:2013(find_all)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
       19    0.000    0.000    0.000    0.000 element.py:1417(_all_strings)
       26    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
       67    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 idna.py:179(encode)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
        1    0.000    0.000    0.006    0.006 _lxml.py:1(<module>)
        1    0.000    0.000    0.017    0.017 _base_connection.py:1(<module>)
        4    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:932(_check_for_existing_members_)
        1    0.000    0.000    0.097    0.097 socket.py:958(getaddrinfo)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
        2    0.000    0.000    0.007    0.004 _adapters.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:806(Optional)
       18    0.000    0.000    0.000    0.000 __init__.py:183(sub)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 client.py:231(_parse_header_lines)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        5    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        1    0.000    0.000    0.001    0.001 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        1    0.000    0.000    1.187    1.187 api.py:14(request)
        1    0.000    0.000    0.000    0.000 response.py:316(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        2    0.000    0.000    0.001    0.001 _common.py:107(from_package)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        2    0.000    0.000    0.001    0.000 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       23    0.000    0.000    0.000    0.000 threading.py:398(notify)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.007    0.007 fake.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        6    0.000    0.000    0.001    0.000 __init__.py:890(<genexpr>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
       49    0.000    0.000    0.000    0.000 <frozen _collections_abc>:850(__init__)
        1    0.000    0.000    1.187    1.187 api.py:62(get)
       23    0.000    0.000    0.000    0.000 _local.py:505(__new__)
        1    0.000    0.000    0.001    0.001 _abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        2    0.000    0.000    0.000    0.000 functools.py:823(singledispatch)
       53    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        9    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        6    0.000    0.000    0.001    0.000 __init__.py:756(search)
       15    0.000    0.000    0.000    0.000 typing.py:2524(get_origin)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:2069(__init__)
        1    0.000    0.000    0.000    0.000 adapters.py:359(build_response)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 utils.py:765(should_bypass_proxies)
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
        1    0.000    0.000    0.000    0.000 models.py:351(prepare)
        5    0.000    0.000    0.000    0.000 functools.py:864(_is_union_type)
       24    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
       62    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        3    0.000    0.000    0.000    0.000 functools.py:841(dispatch)
       10    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       43    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
        1    0.000    0.000    0.000    0.000 readers.py:135(__init__)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        2    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        8    0.000    0.000    0.000    0.000 element.py:273(get_text)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        6    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:594(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        1    0.000    0.000    0.000    0.000 _adapters.py:63(_repair_headers)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
       34    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        1    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
       32    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.013    0.013 css_parser.py:316(__init__)
       11    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        4    0.000    0.000    0.000    0.000 inspect.py:2726(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
       21    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _meta.py:11(PackageMetadata)
        3    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
       16    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1297(ZipFile)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.001    0.001 feedparser.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.009    0.009 __init__.py:448(metadata)
        1    0.000    0.000    0.039    0.039 client.py:245(parse_headers)
       32    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2216(IPv6Interface)
        1    0.000    0.000    0.002    0.002 _policybase.py:1(<module>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        3    0.000    0.000    0.000    0.000 __init__.py:51(register)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        6    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1924(IPv6Address)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       45    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.000    0.000 request.py:287(Request)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        2    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
        1    0.000    0.000    0.000    0.000 _abc.py:101(PurePathBase)
        1    0.000    0.000    0.134    0.134 connection.py:192(_new_conn)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        4    0.000    0.000    0.000    0.000 threading.py:281(__init__)
       23    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f2edf07e8e0}
        1    0.000    0.000    0.000    0.000 _lxml.py:348(doctype)
        7    0.000    0.000    0.000    0.000 enum.py:1216(_add_alias_)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
       28    0.000    0.000    0.000    0.000 contextlib.py:450(__exit__)
        5    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        2    0.000    0.000    0.000    0.000 __init__.py:1764(isEnabledFor)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
