('Total Revenue', '254,190,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         1038380 function calls (1006079 primitive calls) in 2.498 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      114    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(keys)
      288    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
      365    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
      297    0.000    0.000    0.000    0.000 typing.py:1096(__eq__)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
      294    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
      283    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       24    0.000    0.000    0.000    0.000 dataclasses.py:407(_fields_in_init_order)
      610    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       24    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1930(__init__)
      329    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
    38/29    0.000    0.000    0.008    0.000 css_parser.py:732(parse_pseudo_open)
      286    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        2    0.000    0.000    0.003    0.002 _streams.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parser.py:56(parsestr)
        1    0.000    0.000    0.003    0.003 ssl.py:1(<module>)
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       53    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        8    0.000    0.000    0.000    0.000 _models.py:144(__init__)
      105    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        2    0.000    0.000    0.016    0.008 _models.py:1(<module>)
       15    0.000    0.000    0.000    0.000 inspect.py:3014(__init__)
      130    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      295    0.000    0.000    0.000    0.000 _connection.py:205(our_state)
    26/24    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1318(create_module)
        1    0.000    0.000    0.001    0.001 _status_codes.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:2195(__init_subclass__)
      108    0.000    0.000    0.000    0.000 enum.py:199(__get__)
      140    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
       61    0.000    0.000    0.000    0.000 _util.py:84(validate)
       57    0.000    0.000    0.000    0.000 dataclasses.py:383(field)
        1    0.000    0.000    1.434    1.434 http11.py:65(handle_request)
        1    0.000    0.000    0.000    0.000 typing.py:3138(__new__)
       29    0.000    0.000    0.000    0.000 _local.py:117(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1512(__init__)
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:1361(_real_close)
       38    0.000    0.000    0.000    0.000 typing.py:1023(__init__)
       24    0.000    0.000    0.007    0.000 dataclasses.py:1294(wrap)
       20    0.000    0.000    0.001    0.000 _readers.py:94(maybe_read_from_SEND_RESPONSE_server)
      154    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.022    0.011 _synchronization.py:1(<module>)
       37    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
       41    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       13    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _eventloop.py:56(AsyncBackend)
       16    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
       98    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_classvar)
      461    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       86    0.000    0.000    0.000    0.000 __init__.py:305(escape)
    81/66    0.000    0.000    0.003    0.000 typing.py:574(__getitem__)
       16    0.000    0.000    0.001    0.000 _functools.py:75(wrapper)
       66    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       92    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        1    0.000    0.000    0.002    0.002 _types.py:1(<module>)
       32    0.000    0.000    0.000    0.000 typing.py:2692(overload)
        7    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        1    0.000    0.000    0.003    0.003 _multipart.py:1(<module>)
       21    0.000    0.000    0.000    0.000 inspect.py:2726(__init__)
       12    0.000    0.000    0.000    0.000 functools.py:683(_c3_merge)
        1    0.000    0.000    0.010    0.010 request.py:1(<module>)
      192    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       51    0.000    0.000    0.000    0.000 message.py:421(__setitem__)
        1    0.000    0.000    0.002    0.002 memory.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.030    0.030 _client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
       16    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.005    0.005 cookiejar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _urlparse.py:213(urlparse)
      185    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       13    0.000    0.000    0.000    0.000 __init__.py:1323(__init__)
        2    0.000    0.000    0.030    0.015 connection.py:1(<module>)
     12/1    0.000    0.000    0.000    0.000 functools.py:710(_c3_mro)
      256    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
        1    0.000    0.000    0.000    0.000 feedparser.py:472(_parse_headers)
       70    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
        2    0.000    0.000    0.002    0.001 _eventloop.py:1(<module>)
      114    0.000    0.000    0.000    0.000 <frozen _collections_abc>:873(__iter__)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
       11    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
      400    0.000    0.000    0.000    0.000 enum.py:1213(__init__)
      187    0.000    0.000    0.000    0.000 enum.py:431(<genexpr>)
      114    0.000    0.000    0.000    0.000 _models.py:19(enforce_bytes)
      133    0.000    0.000    0.000    0.000 _models.py:166(encoding)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:2050(__new__)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
        1    0.000    0.000    0.003    0.003 _readers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 from_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:2495(getproxies_environment)
        1    0.000    0.000    0.008    0.008 client.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:3287(format)
      269    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    1.683    1.683 connection.py:69(handle_request)
       13    0.000    0.000    0.000    0.000 dataclasses.py:668(_frozen_get_del_attr)
       80    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:483(__prepare__)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
      105    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 _models.py:231(multi_items)
      296    0.000    0.000    0.000    0.000 typing.py:2367(cast)
        4    0.000    0.000    0.000    0.000 typing.py:1923(_get_protocol_attrs)
      224    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        2    0.000    0.000    0.062    0.031 _api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
        2    0.000    0.000    0.001    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.149    0.149 ssl.py:990(_create)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.004    0.004 _events.py:1(<module>)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
       24    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
    26/23    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
        3    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
        1    0.000    0.000    0.076    0.076 __init__.py:122(__init__)
       45    0.000    0.000    0.000    0.000 dataclasses.py:531(_field_init)
        8    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
        2    0.000    0.000    0.009    0.005 http11.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
       28    0.000    0.000    0.000    0.000 _local.py:498(__init__)
        1    0.000    0.000    0.249    0.249 connection.py:105(_connect)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:742(children)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
      224    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
       15    0.000    0.000    0.001    0.000 typing.py:806(Optional)
       27    0.000    0.000    0.000    0.000 _readers.py:64(_decode_header_lines)
       27    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
        1    0.000    0.000    0.005    0.005 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:334(__new__)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
        1    0.000    0.000    1.684    1.684 _client.py:1001(_send_single_request)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        7    0.000    0.000    0.000    0.000 message.py:494(get)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.006    0.006 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fileio.py:215(Path)
       13    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       98    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
       98    0.000    0.000    0.000    0.000 dataclasses.py:699(_is_initvar)
        2    0.000    0.000    0.001    0.001 core.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
        1    0.000    0.000    0.008    0.008 _connection.py:1(<module>)
    94/56    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.001    0.001 _state.py:1(<module>)
       93    0.000    0.000    0.000    0.000 <frozen os>:734(__iter__)
        9    0.000    0.000    0.000    0.000 __init__.py:1764(isEnabledFor)
        1    0.000    0.000    0.010    0.010 _fileio.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 _status_codes.py:8(codes)
        1    0.000    0.000    0.001    0.001 stapled.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        7    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
       39    0.000    0.000    0.000    0.000 functools.py:501(lru_cache)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       83    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 default.py:1(<module>)
       18    0.000    0.000    0.000    0.000 inspect.py:1803(_shadowed_dict)
        9    0.000    0.000    0.000    0.000 typing.py:1733(__getitem_inner__)
        1    0.000    0.000    0.004    0.004 css_match.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    1.683    1.683 default.py:230(handle_request)
      190    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.001    0.001 _headers.py:1(<module>)
        3    0.000    0.000    0.001    0.000 typing.py:2975(_make_nmtuple)
        1    0.000    0.000    0.006    0.006 cd.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7f7811cd65c0}
       95    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
        1    0.000    0.000    0.004    0.004 fake.py:279(__getattr__)
       57    0.000    0.000    0.000    0.000 _urlparse.py:223(<genexpr>)
        1    0.000    0.000    0.001    0.001 subprocess.py:1(<module>)
       14    0.000    0.000    0.011    0.001 css_parser.py:1135(process_selectors)
        2    0.000    0.000    0.000    0.000 _models.py:1270(info)
        1    0.000    0.000    0.000    0.000 _client.py:189(__init__)
      224    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
       68    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
       16    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
        1    0.000    0.000    0.035    0.035 dammit.py:1(<module>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
       14    0.000    0.000    0.000    0.000 inspect.py:1777(_check_class)
       13    0.000    0.000    0.000    0.000 __init__.py:147(make)
       90    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       17    0.000    0.000    0.000    0.000 inspect.py:1434(formatannotation)
       16    0.000    0.000    0.025    0.002 css_parser.py:296(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.085    0.085 element.py:1(<module>)
      171    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
        6    0.000    0.000    0.000    0.000 _local.py:289(drive)
        9    0.000    0.000    0.000    0.000 _connection.py:308(_get_io_object)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:1329(getfullargspec)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
       21    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
        2    0.000    0.000    0.001    0.001 _subprocesses.py:1(<module>)
        2    0.000    0.000    0.001    0.000 __init__.py:71(search_function)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
      102    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:2383(_IPv6Constants)
        7    0.000    0.000    0.000    0.000 _local.py:227(__str__)
       22    0.000    0.000    0.000    0.000 __init__.py:851(normalize)
        1    0.000    0.000    0.001    0.001 lowlevel.py:1(<module>)
       92    0.000    0.000    0.000    0.000 <frozen os>:797(decode)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        4    0.000    0.000    0.000    0.000 typing.py:812(Literal)
        6    0.000    0.000    0.000    0.000 __init__.py:759(mtime)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _events.py:82(__init__)
        1    0.000    0.000    0.026    0.026 css_parser.py:418(CSSParser)
       33    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       21    0.000    0.000    0.000    0.000 __init__.py:739(joinpath)
      108    0.000    0.000    0.000    0.000 enum.py:1333(value)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
       26    0.000    0.000    0.000    0.000 __init__.py:183(sub)
       11    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.149    0.149 sync.py:144(start_tls)
       97    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 functools.py:875(register)
       57    0.000    0.000    0.000    0.000 dataclasses.py:288(__init__)
    56/55    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       14    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
        1    0.000    0.000    0.035    0.035 formatter.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
        1    0.000    0.000    1.683    1.683 connection_pool.py:199(handle_request)
        1    0.000    0.000    0.000    0.000 _writers.py:1(<module>)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
       27    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_value_)
       13    0.000    0.000    0.000    0.000 typing.py:1719(__getitem__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:424(_default_mime_types)
       13    0.000    0.000    0.000    0.000 __init__.py:89(__init__)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
      100    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.005    0.005 ssl.py:682(create_default_context)
       11    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
        6    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        1    0.000    0.000    0.003    0.003 _content.py:1(<module>)
       21    0.000    0.000    0.000    0.000 functools.py:66(wraps)
       14    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
       10    0.000    0.000    0.000    0.000 inspect.py:2813(__str__)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    2.130    2.130 _api.py:39(request)
        2    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
        2    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        2    0.000    0.000    0.004    0.002 parser.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:804(search)
       37    0.000    0.000    0.000    0.000 dataclasses.py:519(_field_assign)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:2069(__init__)
       79    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
      106    0.000    0.000    0.000    0.000 enum.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 _connection.py:139(Connection)
        1    0.000    0.000    0.000    0.000 _decoders.py:1(<module>)
        1    0.000    0.000    0.004    0.004 models.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2399(get_type_hints)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 _models.py:202(keys)
        1    0.000    0.000    0.000    0.000 _local.py:568(iterdir)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        1    0.000    0.000    2.498    2.498 financial_enhanced.py:1(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:932(_check_for_existing_members_)
        1    0.000    0.000    0.100    0.100 sync.py:188(connect_tcp)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    0.000    0.000 _lxml.py:113(parser_for)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _connection.py:155(__init__)
        1    0.000    0.000    0.028    0.028 _auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
        1    0.000    0.000    0.001    0.001 header.py:1(<module>)
       44    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.076    0.019 element.py:2013(find_all)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        1    0.000    0.000    0.001    0.001 _local.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:47(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        1    0.000    0.000    0.000    0.000 fake.py:68(FakeUserAgent)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
        1    0.000    0.000    0.001    0.001 tempfile.py:1(<module>)
      114    0.000    0.000    0.000    0.000 <frozen _collections_abc>:850(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
        1    0.000    0.000    0.000    0.000 _client.py:340(build_request)
        1    0.000    0.000    0.000    0.000 _models.py:1249(__init__)
        1    0.000    0.000    0.100    0.100 socket.py:822(create_connection)
        1    0.000    0.000    0.006    0.006 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:656(_get_params_preserve)
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       98    0.000    0.000    0.000    0.000 dataclasses.py:705(_is_kw_only)
        1    0.000    0.000    0.000    0.000 http11.py:140(_send_request_headers)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
       76    0.000    0.000    0.000    0.000 dataclasses.py:411(<genexpr>)
       24    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.001    0.001 sync.py:1(<module>)
       24    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
        4    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
       19    0.000    0.000    0.000    0.000 element.py:1417(_all_strings)
        3    0.000    0.000    0.000    0.000 feedparser.py:102(push)
        7    0.000    0.000    0.000    0.000 _headers.py:205(get_comma_header)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        8    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        1    0.000    0.000    0.001    0.001 socket.py:958(getaddrinfo)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        2    0.000    0.000    0.007    0.004 _adapters.py:1(<module>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:886(_hash_add)
       28    0.000    0.000    0.000    0.000 _local.py:505(__new__)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        4    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.004    0.004 _urls.py:1(<module>)
        2    0.000    0.000    0.001    0.000 readers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _client.py:156(close)
        9    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        1    0.000    0.000    0.040    0.040 default.py:136(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        7    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
      7/3    0.000    0.000    0.000    0.000 typing.py:1577(__repr__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:196(LockAdapter)
        6    0.000    0.000    0.001    0.000 __init__.py:890(<genexpr>)
        1    0.000    0.000    0.006    0.006 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _events.py:137(__init__)
        1    0.000    0.000    0.000    0.000 message.py:73(_parseparam)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
       44    0.000    0.000    0.000    0.000 dataclasses.py:673(<genexpr>)
        3    0.000    0.000    0.000    0.000 _urls.py:77(__init__)
        1    0.000    0.000    0.001    0.001 gzip.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _connection.py:518(send_with_data_passthrough)
        1    0.000    0.000    0.000    0.000 connection_pool.py:409(close)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.010    0.010 to_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
       35    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _common.py:107(from_package)
       76    0.000    0.000    0.000    0.000 dataclasses.py:1172(<genexpr>)
        1    0.000    0.000    0.000    0.000 _models.py:383(__init__)
       32    0.000    0.000    0.000    0.000 dataclasses.py:591(_init_param)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        2    0.000    0.000    0.000    0.000 idna.py:179(encode)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        1    0.000    0.000    0.003    0.003 _models.py:641(text)
    16/10    0.000    0.000    0.000    0.000 typing.py:235(_type_repr)
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
        1    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        1    0.000    0.000    0.041    0.041 _client.py:639(__init__)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:152(_send_request_body)
        1    0.000    0.000    0.007    0.007 fake.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:1216(_add_alias_)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
       57    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
        1    0.000    0.000    0.000    0.000 _urls.py:15(URL)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
       23    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
